nuts_code,nuts_level,country,year,ai_adoption_share,n_firms
LU00,2,Luxembourg,2019,0.08286951144094001,22640
LU00,2,Luxembourg,2020,0.12080536912751678,23693
LU00,2,Luxembourg,2021,0.15170485372062936,23962
LU00,2,Luxembourg,2022,0.17130547177940542,23211
LU00,2,Luxembourg,2023,0.19587866494560208,21694
LU00,2,Luxembourg,2024,0.2276256844201095,20091
BE100,3,Belgium,2016,0.013786031673692606,26332
BE211,3,Belgium,2016,0.0096302163671989,23989
BE212,3,Belgium,2016,0.008811209013433482,6924
BE213,3,Belgium,2016,0.005258367883506927,9891
BE223,3,Belgium,2016,0.00590493061706525,3387
BE224,3,Belgium,2016,0.00628140703517588,9552
BE225,3,Belgium,2016,0.005587792821835375,4653
BE231,3,Belgium,2016,0.0063420158550396375,4415
BE232,3,Belgium,2016,0.004341926729986432,3685
BE233,3,Belgium,2016,0.005791505791505791,1554
BE234,3,Belgium,2016,0.008591849148418491,13152
BE235,3,Belgium,2016,0.00451559934318555,2436
BE236,3,Belgium,2016,0.005042355788624445,4958
BE241,3,Belgium,2016,0.013723203874786977,11149
BE242,3,Belgium,2016,0.011078527207559466,9207
BE251,3,Belgium,2016,0.005545053560176433,7936
BE252,3,Belgium,2016,0.0031746031746031746,945
BE253,3,Belgium,2016,0.00654911838790932,1986
BE254,3,Belgium,2016,0.0037804719071828966,7672
BE255,3,Belgium,2016,0.003215434083601286,3421
BE256,3,Belgium,2016,0.00703125,3840
BE257,3,Belgium,2016,0.003754106053496011,2131
BE258,3,Belgium,2016,0.004972375690607734,1810
BE310,3,Belgium,2016,0.011401589312449615,8684
BE323,3,Belgium,2016,0.017177344475394613,2154
BE328,3,Belgium,2016,0.00697759823723834,2724
BE32A,3,Belgium,2016,0.00938337801608579,746
BE32B,3,Belgium,2016,0.010182207931404072,3732
BE32C,3,Belgium,2016,0.006075334143377886,1646
BE32D,3,Belgium,2016,0.007220216606498195,1108
BE331,3,Belgium,2016,0.004971002485501243,1207
BE332,3,Belgium,2016,0.006744487678339819,7710
BE334,3,Belgium,2016,0.006666666666666667,900
BE341,3,Belgium,2016,0.008146639511201629,491
BE342,3,Belgium,2016,0.005545286506469501,541
BE343,3,Belgium,2016,0.00834326579261025,839
BE344,3,Belgium,2016,0.0027816411682892906,719
BE345,3,Belgium,2016,0.004424778761061947,452
BE351,3,Belgium,2016,0.007346938775510204,1225
BE352,3,Belgium,2016,0.013054830287206266,4596
BE353,3,Belgium,2016,0.008431703204047217,593
BE100,3,Belgium,2017,0.02539488891742648,31150
BE211,3,Belgium,2017,0.018045561313895828,26825
BE212,3,Belgium,2017,0.0163575476558475,7765
BE213,3,Belgium,2017,0.010170722847802398,11013
BE223,3,Belgium,2017,0.010395010395010396,3848
BE224,3,Belgium,2017,0.011574291897995671,10629
BE225,3,Belgium,2017,0.009358288770053475,5237
BE231,3,Belgium,2017,0.010926750303520841,4942
BE232,3,Belgium,2017,0.009286412512218964,4092
BE233,3,Belgium,2017,0.011169900058788948,1701
BE234,3,Belgium,2017,0.018104512412563434,14582
BE235,3,Belgium,2017,0.01022270901788974,2739
BE236,3,Belgium,2017,0.01095290251916758,5478
BE241,3,Belgium,2017,0.024484637864307716,12662
BE242,3,Belgium,2017,0.019426005466614604,10244
BE251,3,Belgium,2017,0.01396100149994231,8668
BE252,3,Belgium,2017,0.004651162790697674,1075
BE253,3,Belgium,2017,0.009575923392612859,2194
BE254,3,Belgium,2017,0.0067784516589368534,8410
BE255,3,Belgium,2017,0.011170212765957447,3760
BE256,3,Belgium,2017,0.009436187780136825,4239
BE257,3,Belgium,2017,0.006910569105691057,2460
BE258,3,Belgium,2017,0.00891089108910891,2020
BE310,3,Belgium,2017,0.02011129551889095,10244
BE323,3,Belgium,2017,0.022075910147172733,2582
BE328,3,Belgium,2017,0.013568949195329758,3169
BE32A,3,Belgium,2017,0.011025358324145534,907
BE32B,3,Belgium,2017,0.01792196007259528,4409
BE32C,3,Belgium,2017,0.013731060606060606,2112
BE32D,3,Belgium,2017,0.015037593984962405,1463
BE331,3,Belgium,2017,0.02098849018280298,1477
BE332,3,Belgium,2017,0.0143773501437735,9043
BE334,3,Belgium,2017,0.008256880733944955,1090
BE341,3,Belgium,2017,0.010067114093959731,596
BE342,3,Belgium,2017,0.0070028011204481795,714
BE343,3,Belgium,2017,0.012244897959183673,980
BE344,3,Belgium,2017,0.01124859392575928,889
BE345,3,Belgium,2017,0.003703703703703704,540
BE351,3,Belgium,2017,0.013114754098360656,1525
BE352,3,Belgium,2017,0.019191354574250048,5368
BE353,3,Belgium,2017,0.014416775884665793,763
BE100,3,Belgium,2018,0.03758160148529676,33396
BE211,3,Belgium,2018,0.029092886517350373,29423
BE212,3,Belgium,2018,0.02353623188405797,8625
BE213,3,Belgium,2018,0.014240117849251166,12219
BE223,3,Belgium,2018,0.01420917773119031,4293
BE224,3,Belgium,2018,0.019637847487885742,11765
BE225,3,Belgium,2018,0.013682230203523174,5847
BE231,3,Belgium,2018,0.015893313847278042,5474
BE232,3,Belgium,2018,0.012863162563761367,4509
BE233,3,Belgium,2018,0.014150943396226415,1908
BE234,3,Belgium,2018,0.025131864722308408,16115
BE235,3,Belgium,2018,0.01518578352180937,3095
BE236,3,Belgium,2018,0.01666391684540505,6061
BE241,3,Belgium,2018,0.034510258826941205,13793
BE242,3,Belgium,2018,0.029958948379771158,11449
BE251,3,Belgium,2018,0.017177784803456633,9490
BE252,3,Belgium,2018,0.004838709677419355,1242
BE253,3,Belgium,2018,0.01245480112494978,2489
BE254,3,Belgium,2018,0.01140724946695096,9381
BE255,3,Belgium,2018,0.012048192771084338,4150
BE256,3,Belgium,2018,0.01430374421539756,4754
BE257,3,Belgium,2018,0.008409506398537478,2735
BE258,3,Belgium,2018,0.0116227089852481,2237
BE310,3,Belgium,2018,0.02737476047084588,10960
BE323,3,Belgium,2018,0.026118067978533093,2795
BE328,3,Belgium,2018,0.019050410316529893,3412
BE32A,3,Belgium,2018,0.014895729890764648,1007
BE32B,3,Belgium,2018,0.021871713985278655,4755
BE32C,3,Belgium,2018,0.01831992850759607,2238
BE32D,3,Belgium,2018,0.017555266579973992,1538
BE331,3,Belgium,2018,0.023661270236612703,1606
BE332,3,Belgium,2018,0.022375038489171713,9744
BE334,3,Belgium,2018,0.011764705882352941,1190
BE341,3,Belgium,2018,0.010869565217391304,644
BE342,3,Belgium,2018,0.007792207792207792,770
BE343,3,Belgium,2018,0.014354066985645933,1045
BE344,3,Belgium,2018,0.014418125643666324,971
BE345,3,Belgium,2018,0.0034129692832764505,586
BE351,3,Belgium,2018,0.015568862275449102,1670
BE352,3,Belgium,2018,0.022944550669216062,5753
BE353,3,Belgium,2018,0.016049382716049384,810
BE100,3,Belgium,2019,0.051137340285337764,34906
BE211,3,Belgium,2019,0.04218217243058938,30797
BE212,3,Belgium,2019,0.031256806795905034,9182
BE213,3,Belgium,2019,0.018598884066955982,12904
BE223,3,Belgium,2019,0.02235861464270057,4563
BE224,3,Belgium,2019,0.03042008691453404,12428
BE225,3,Belgium,2019,0.018249959263483786,6137
BE231,3,Belgium,2019,0.021045368293945144,5797
BE232,3,Belgium,2019,0.018443926224295103,4717
BE233,3,Belgium,2019,0.01983143282102132,2017
BE234,3,Belgium,2019,0.036593947923997186,17052
BE235,3,Belgium,2019,0.02084592145015106,3312
BE236,3,Belgium,2019,0.022727272727272728,6336
BE241,3,Belgium,2019,0.04679172146466394,14447
BE242,3,Belgium,2019,0.04153858934950569,12038
BE251,3,Belgium,2019,0.02372408293460925,10033
BE252,3,Belgium,2019,0.009111617312072893,1317
BE253,3,Belgium,2019,0.01976874300634092,2681
BE254,3,Belgium,2019,0.01867641088103938,9852
BE255,3,Belgium,2019,0.015639374425023,4348
BE256,3,Belgium,2019,0.01972897568752491,5019
BE257,3,Belgium,2019,0.012947189097103918,2935
BE258,3,Belgium,2019,0.015312632922160783,2351
BE310,3,Belgium,2019,0.03489886274850247,11519
BE323,3,Belgium,2019,0.03362474781439139,2974
BE328,3,Belgium,2019,0.02302357836338419,3605
BE32A,3,Belgium,2019,0.01834862385321101,1090
BE32B,3,Belgium,2019,0.027827469687934803,5031
BE32C,3,Belgium,2019,0.02153716216216216,2368
BE32D,3,Belgium,2019,0.02144607843137255,1632
BE331,3,Belgium,2019,0.02605674580196873,1727
BE332,3,Belgium,2019,0.0280664271146936,10298
BE334,3,Belgium,2019,0.013385826771653543,1270
BE341,3,Belgium,2019,0.012838801711840228,701
BE342,3,Belgium,2019,0.012453300124533,803
BE343,3,Belgium,2019,0.017040358744394617,1115
BE344,3,Belgium,2019,0.016409266409266408,1036
BE345,3,Belgium,2019,0.007987220447284345,626
BE351,3,Belgium,2019,0.019954389965792473,1754
BE352,3,Belgium,2019,0.028833333333333332,6000
BE353,3,Belgium,2019,0.02120141342756184,849
BE100,3,Belgium,2020,0.0619942278309094,35342
BE211,3,Belgium,2020,0.054049683012032605,30917
BE212,3,Belgium,2020,0.03902073979046397,9354
BE213,3,Belgium,2020,0.024691358024691357,13041
BE223,3,Belgium,2020,0.025432784783073308,4679
BE224,3,Belgium,2020,0.03731996498766611,12568
BE225,3,Belgium,2020,0.02171814671814672,6216
BE231,3,Belgium,2020,0.027903849386451504,5949
BE232,3,Belgium,2020,0.023014721127928676,4823
BE233,3,Belgium,2020,0.02289332683877253,2053
BE234,3,Belgium,2020,0.04412188238004723,17361
BE235,3,Belgium,2020,0.023463023463023463,3369
BE236,3,Belgium,2020,0.028114321217769495,6438
BE241,3,Belgium,2020,0.05905782172778464,14562
BE242,3,Belgium,2020,0.04838841289269686,12255
BE251,3,Belgium,2020,0.02775299831499653,10090
BE252,3,Belgium,2020,0.010362694300518135,1351
BE253,3,Belgium,2020,0.02287581699346405,2754
BE254,3,Belgium,2020,0.023159802638203605,9931
BE255,3,Belgium,2020,0.018518518518518517,4374
BE256,3,Belgium,2020,0.02470103901195844,5101
BE257,3,Belgium,2020,0.015750670241286863,2984
BE258,3,Belgium,2020,0.019376579612468407,2374
BE310,3,Belgium,2020,0.04385591416162821,11743
BE323,3,Belgium,2020,0.04053156146179402,3010
BE328,3,Belgium,2020,0.02939575394665215,3674
BE32A,3,Belgium,2020,0.023276633840644583,1117
BE32B,3,Belgium,2020,0.03463708892780697,5139
BE32C,3,Belgium,2020,0.028392484342379957,2395
BE32D,3,Belgium,2020,0.02287390029325513,1705
BE331,3,Belgium,2020,0.031710079275198186,1766
BE332,3,Belgium,2020,0.0362339514978602,10516
BE334,3,Belgium,2020,0.017054263565891473,1290
BE341,3,Belgium,2020,0.018335684062059238,709
BE342,3,Belgium,2020,0.018292682926829267,820
BE343,3,Belgium,2020,0.020122484689413824,1143
BE344,3,Belgium,2020,0.021475256769374416,1071
BE345,3,Belgium,2020,0.009230769230769232,650
BE351,3,Belgium,2020,0.022853957636566332,1794
BE352,3,Belgium,2020,0.03414874404859629,6091
BE353,3,Belgium,2020,0.02883506343713956,867
BE100,3,Belgium,2021,0.07556761387976582,35015
BE211,3,Belgium,2021,0.06481632121823447,30735
BE212,3,Belgium,2021,0.0443609022556391,9312
BE213,3,Belgium,2021,0.02874932738873088,13009
BE223,3,Belgium,2021,0.03000428632661809,4666
BE224,3,Belgium,2021,0.045958669113540254,12534
BE225,3,Belgium,2021,0.024382367188761505,6193
BE231,3,Belgium,2021,0.0351529491296265,5917
BE232,3,Belgium,2021,0.02838201781644914,4827
BE233,3,Belgium,2021,0.0304642166344294,2068
BE234,3,Belgium,2021,0.05387381118070053,17244
BE235,3,Belgium,2021,0.02858844550327576,3358
BE236,3,Belgium,2021,0.03474722178744717,6389
BE241,3,Belgium,2021,0.06664374140302613,14540
BE242,3,Belgium,2021,0.05669342946092086,12206
BE251,3,Belgium,2021,0.03177458033573141,10008
BE252,3,Belgium,2021,0.016296296296296295,1350
BE253,3,Belgium,2021,0.02459618208516887,2724
BE254,3,Belgium,2021,0.028404512489927477,9928
BE255,3,Belgium,2021,0.022549470777726646,4346
BE256,3,Belgium,2021,0.03072075620322962,5078
BE257,3,Belgium,2021,0.02055948769801146,2967
BE258,3,Belgium,2021,0.022005924672027083,2363
BE310,3,Belgium,2021,0.05362479719921441,11712
BE323,3,Belgium,2021,0.04934978326108703,2999
BE328,3,Belgium,2021,0.03967168262653899,3655
BE32A,3,Belgium,2021,0.028933092224231464,1106
BE32B,3,Belgium,2021,0.04218167549538945,5097
BE32C,3,Belgium,2021,0.033542976939203356,2385
BE32D,3,Belgium,2021,0.02865497076023392,1710
BE331,3,Belgium,2021,0.03822019395322305,1753
BE332,3,Belgium,2021,0.043386648788430224,10441
BE334,3,Belgium,2021,0.021621621621621623,1295
BE341,3,Belgium,2021,0.022566995768688293,709
BE342,3,Belgium,2021,0.024096385542168676,830
BE343,3,Belgium,2021,0.03220191470844212,1149
BE344,3,Belgium,2021,0.03314393939393939,1056
BE345,3,Belgium,2021,0.0182370820668693,658
BE351,3,Belgium,2021,0.027359017308766054,1791
BE352,3,Belgium,2021,0.04094333442515558,6106
BE353,3,Belgium,2021,0.04883720930232558,860
BE100,3,Belgium,2022,0.08786327803270973,33996
BE211,3,Belgium,2022,0.07478178815758434,29673
BE212,3,Belgium,2022,0.053062126906920186,9046
BE213,3,Belgium,2022,0.034405861739407455,12556
BE223,3,Belgium,2022,0.03706199460916442,4452
BE224,3,Belgium,2022,0.05435505319148936,12033
BE225,3,Belgium,2022,0.029372496662216287,5992
BE231,3,Belgium,2022,0.04105263157894737,5700
BE232,3,Belgium,2022,0.033304867634500426,4684
BE233,3,Belgium,2022,0.03463855421686747,1992
BE234,3,Belgium,2022,0.06287729364652442,16731
BE235,3,Belgium,2022,0.0346732126419147,3259
BE236,3,Belgium,2022,0.04243602202785876,6174
BE241,3,Belgium,2022,0.07609547559672247,14035
BE242,3,Belgium,2022,0.06459511947986152,11843
BE251,3,Belgium,2022,0.03678137234700186,9706
BE252,3,Belgium,2022,0.018250950570342206,1315
BE253,3,Belgium,2022,0.028744326777609682,2644
BE254,3,Belgium,2022,0.034818652849740936,9650
BE255,3,Belgium,2022,0.02641599238457877,4202
BE256,3,Belgium,2022,0.03525121555915721,4936
BE257,3,Belgium,2022,0.024991322457480043,2881
BE258,3,Belgium,2022,0.022923875432525952,2312
BE310,3,Belgium,2022,0.062444797738915384,11322
BE323,3,Belgium,2022,0.05542085209560097,2887
BE328,3,Belgium,2022,0.0442604226156482,3502
BE32A,3,Belgium,2022,0.035576923076923075,1040
BE32B,3,Belgium,2022,0.05177333876885446,4906
BE32C,3,Belgium,2022,0.036669542709232096,2318
BE32D,3,Belgium,2022,0.03253012048192771,1660
BE331,3,Belgium,2022,0.04203670811130847,1689
BE332,3,Belgium,2022,0.050513022888713496,10136
BE334,3,Belgium,2022,0.02802241793434748,1249
BE341,3,Belgium,2022,0.02282453637660485,701
BE342,3,Belgium,2022,0.025893958076448828,811
BE343,3,Belgium,2022,0.036936936936936934,1110
BE344,3,Belgium,2022,0.03740157480314961,1016
BE345,3,Belgium,2022,0.02472952086553323,647
BE351,3,Belgium,2022,0.03587962962962963,1728
BE352,3,Belgium,2022,0.04632749326145553,5936
BE353,3,Belgium,2022,0.057387057387057384,819
BE100,3,Belgium,2023,0.09996026044691712,32713
BE211,3,Belgium,2023,0.08440871588745505,28362
BE212,3,Belgium,2023,0.064104052955522,8611
BE213,3,Belgium,2023,0.04171891982275729,11961
BE223,3,Belgium,2023,0.04340567612687813,4193
BE224,3,Belgium,2023,0.06173713072704758,11306
BE225,3,Belgium,2023,0.036039250669045494,5605
BE231,3,Belgium,2023,0.047505502567865,5452
BE232,3,Belgium,2023,0.03812514016595649,4459
BE233,3,Belgium,2023,0.038159958180867745,1913
BE234,3,Belgium,2023,0.07855041622332103,15977
BE235,3,Belgium,2023,0.041544952937358,3081
BE236,3,Belgium,2023,0.04906380027739251,5768
BE241,3,Belgium,2023,0.0878146879189632,13426
BE242,3,Belgium,2023,0.07348384240814519,11295
BE251,3,Belgium,2023,0.044699324686461574,9329
BE252,3,Belgium,2023,0.025396825396825397,1260
BE253,3,Belgium,2023,0.032754538279400155,2534
BE254,3,Belgium,2023,0.040400775694893344,9282
BE255,3,Belgium,2023,0.03349044902009427,4031
BE256,3,Belgium,2023,0.042736842105263156,4750
BE257,3,Belgium,2023,0.033369604642727604,2757
BE258,3,Belgium,2023,0.02512337371018394,2229
BE310,3,Belgium,2023,0.07940583165230149,10907
BE323,3,Belgium,2023,0.06613946800862688,2782
BE328,3,Belgium,2023,0.04811404811404811,3367
BE32A,3,Belgium,2023,0.037,1000
BE32B,3,Belgium,2023,0.06063829787234042,4700
BE32C,3,Belgium,2023,0.046396396396396394,2220
BE32D,3,Belgium,2023,0.03731815306767868,1581
BE331,3,Belgium,2023,0.06096059113300493,1624
BE332,3,Belgium,2023,0.06173344235486509,9784
BE334,3,Belgium,2023,0.03893951946975974,1207
BE341,3,Belgium,2023,0.03698224852071006,676
BE342,3,Belgium,2023,0.03238341968911917,772
BE343,3,Belgium,2023,0.0362453531598513,1076
BE344,3,Belgium,2023,0.044513457556935816,966
BE345,3,Belgium,2023,0.026058631921824105,614
BE351,3,Belgium,2023,0.036904761904761905,1680
BE352,3,Belgium,2023,0.05546861415406017,5751
BE353,3,Belgium,2023,0.06313131313131314,792
BE100,3,Belgium,2024,0.11612164813603662,30580
BE211,3,Belgium,2024,0.09831631875666616,26252
BE212,3,Belgium,2024,0.07292057535959975,7995
BE213,3,Belgium,2024,0.05224083295608873,11045
BE223,3,Belgium,2024,0.04909898145729956,3829
BE224,3,Belgium,2024,0.07057692307692308,10400
BE225,3,Belgium,2024,0.04129158512720157,5110
BE231,3,Belgium,2024,0.05358565737051793,5020
BE232,3,Belgium,2024,0.045210166177908115,4092
BE233,3,Belgium,2024,0.03896848137535817,1745
BE234,3,Belgium,2024,0.09051607673601729,14804
BE235,3,Belgium,2024,0.04998214923241699,2801
BE236,3,Belgium,2024,0.05750560119492158,5356
BE241,3,Belgium,2024,0.10224055649923158,12363
BE242,3,Belgium,2024,0.08426210607225211,10408
BE251,3,Belgium,2024,0.05319757464820959,8741
BE252,3,Belgium,2024,0.03247863247863248,1170
BE253,3,Belgium,2024,0.042444821731748725,2356
BE254,3,Belgium,2024,0.05033051142293865,8623
BE255,3,Belgium,2024,0.043873729266987696,3738
BE256,3,Belgium,2024,0.051211705532693184,4374
BE257,3,Belgium,2024,0.0447585394581861,2547
BE258,3,Belgium,2024,0.02745664739884393,2076
BE310,3,Belgium,2024,0.09073939645338587,9643
BE323,3,Belgium,2024,0.0751755472945064,2421
BE328,3,Belgium,2024,0.05889967637540453,3090
BE32A,3,Belgium,2024,0.044444444444444446,900
BE32B,3,Belgium,2024,0.07603031738512553,4222
BE32C,3,Belgium,2024,0.05319148936170213,1974
BE32D,3,Belgium,2024,0.046458492003046456,1313
BE331,3,Belgium,2024,0.06258790436005626,1422
BE332,3,Belgium,2024,0.07328898410192806,8869
BE334,3,Belgium,2024,0.05348615090735435,1047
BE341,3,Belgium,2024,0.039586919104991396,581
BE342,3,Belgium,2024,0.04457652303120357,673
BE343,3,Belgium,2024,0.04024767801857585,969
BE344,3,Belgium,2024,0.06635622817229336,859
BE345,3,Belgium,2024,0.03131115459882583,511
BE351,3,Belgium,2024,0.04371217215870881,1487
BE352,3,Belgium,2024,0.06657582246447342,5137
BE353,3,Belgium,2024,0.072992700729927,685
FR101,3,France,2016,0.01616210800333355,106806
FR102,3,France,2016,0.00903225806451613,17828
FR103,3,France,2016,0.013252892888932846,20227
FR104,3,France,2016,0.012527908707516746,16125
FR105,3,France,2016,0.019668100799016593,32540
FR106,3,France,2016,0.011807532552387175,21430
FR107,3,France,2016,0.01164114238410596,19330
FR108,3,France,2016,0.009687769961742565,16206
FRB01,3,France,2016,0.004391100702576112,3416
FRB02,3,France,2016,0.007810974419058777,5125
FRB03,3,France,2016,0.0037128712871287127,2425
FRB04,3,France,2016,0.007608568418588318,8543
FRB05,3,France,2016,0.004651162790697674,4302
FRB06,3,France,2016,0.009470151042915369,8345
FRC11,3,France,2016,0.006041300527240773,9105
FRC12,3,France,2016,0.005335704757670075,2250
FRC13,3,France,2016,0.004678040726472207,7271
FRC14,3,France,2016,0.005275229357798165,4362
FRC21,3,France,2016,0.006189555125725338,7756
FRC22,3,France,2016,0.00825346112886049,3756
FRC23,3,France,2016,0.007017543859649123,2852
FRC24,3,France,2016,0.003436426116838488,1746
FRD11,3,France,2016,0.007042906125474933,10795
FRD12,3,France,2016,0.006111661711265279,6058
FRD13,3,France,2016,0.005758157389635317,3127
FRD21,3,France,2016,0.007113218731475993,6751
FRD22,3,France,2016,0.006980802792321117,13758
FRE11,3,France,2016,0.009821279438784032,29941
FRE12,3,France,2016,0.007573632538569425,14264
FRE21,3,France,2016,0.005857740585774059,4781
FRE22,3,France,2016,0.005521342110851561,9423
FRE23,3,France,2016,0.00703862660944206,5826
FRF11,3,France,2016,0.007916872835230085,18194
FRF12,3,France,2016,0.0062133854074205574,11268
FRF21,3,France,2016,0.004658901830282862,3007
FRF22,3,France,2016,0.0063710499490316,3926
FRF23,3,France,2016,0.0054257557302624295,9033
FRF24,3,France,2016,0.003886729594669628,1801
FRF31,3,France,2016,0.009344629952653874,8029
FRF32,3,France,2016,0.006063947078280044,1815
FRF33,3,France,2016,0.006794924273434302,12217
FRF34,3,France,2016,0.0053107789142407555,5086
FRG01,3,France,2016,0.008846052284129918,22725
FRG02,3,France,2016,0.005404941660947152,11657
FRG03,3,France,2016,0.009926082365364308,4735
FRG04,3,France,2016,0.007867282367025824,5849
FRG05,3,France,2016,0.005265883977900553,11588
FRH01,3,France,2016,0.005885959534028203,8156
FRH02,3,France,2016,0.024319972883653927,11805
FRH03,3,France,2016,0.009414815650016914,17743
FRH04,3,France,2016,0.007150857241319893,11611
FRI11,3,France,2016,0.005474158750603767,6212
FRI12,3,France,2016,0.008553900087642419,28534
FRI13,3,France,2016,0.007503310283948801,6800
FRI14,3,France,2016,0.004795117698343505,4590
FRI15,3,France,2016,0.006873706004140787,12077
FRI21,3,France,2016,0.004687957808379725,3414
FRI22,3,France,2016,0.005267118133935289,1329
FRI23,3,France,2016,0.005790263778683251,4663
FRI31,3,France,2016,0.006274692075296305,4305
FRI32,3,France,2016,0.006338872708583176,11680
FRI33,3,France,2016,0.007431693989071038,4575
FRI34,3,France,2016,0.009042657755061922,5088
FRJ11,3,France,2016,0.005485780280063519,6928
FRJ12,3,France,2016,0.007144898542440698,14001
FRJ13,3,France,2016,0.0072751818795469885,26669
FRJ14,3,France,2016,0.004830917874396135,1242
FRJ15,3,France,2016,0.008271954674220964,8826
FRJ21,3,France,2016,0.008403361344537815,2143
FRJ22,3,France,2016,0.0056362453934532845,4614
FRJ23,3,France,2016,0.010829823668255658,21611
FRJ24,3,France,2016,0.006313131313131313,3170
FRJ25,3,France,2016,0.006723944714232349,2677
FRJ26,3,France,2016,0.014714898835070508,3263
FRJ27,3,France,2016,0.004038179148311307,5450
FRJ28,3,France,2016,0.0059136605558840925,3383
FRK11,3,France,2016,0.00575013068478829,3828
FRK12,3,France,2016,0.005783132530120482,2075
FRK13,3,France,2016,0.006180469715698393,3236
FRK14,3,France,2016,0.008028759736369084,8346
FRK21,3,France,2016,0.007846258812826927,8795
FRK22,3,France,2016,0.005214600882470918,4986
FRK23,3,France,2016,0.007387706855791962,10155
FRK24,3,France,2016,0.007913912078367032,20728
FRK25,3,France,2016,0.008515364679748241,10809
FRK26,3,France,2016,0.011282954482910452,36344
FRK27,3,France,2016,0.005869692819409118,10223
FRK28,3,France,2016,0.006727272727272728,16502
FRL01,3,France,2016,0.005006954102920723,3596
FRL02,3,France,2016,0.004530011325028313,3532
FRL03,3,France,2016,0.008984669514953506,31833
FRL04,3,France,2016,0.008920164527479062,40364
FRL05,3,France,2016,0.006156941649899396,24853
FRL06,3,France,2016,0.005674206005201355,12692
FRM01,3,France,2016,0.00691809863869672,4482
FRM02,3,France,2016,0.00963302752293578,4361
FRY10,3,France,2016,0.013437057991513438,1414
FRY20,3,France,2016,0.014667817083692839,1159
FRY30,3,France,2016,0.019704433497536946,406
FRY40,3,France,2016,0.029197080291970802,1781
FRY50,3,France,2016,0.024390243902439025,123
FR101,3,France,2017,0.03506456004290252,121214
FR102,3,France,2017,0.018908508828973037,19993
FR103,3,France,2017,0.025989936556552178,22860
FR104,3,France,2017,0.02302357836338419,18026
FR105,3,France,2017,0.03983779933147022,36498
FR106,3,France,2017,0.025178068577107835,24151
FR107,3,France,2017,0.02596211182973258,21803
FR108,3,France,2017,0.021273077982915403,18145
FRB01,3,France,2017,0.009414758269720101,3930
FRB02,3,France,2017,0.031663187195546276,5752
FRB03,3,France,2017,0.009636767976278725,2699
FRB04,3,France,2017,0.012732919254658385,9660
FRB05,3,France,2017,0.013182286302780639,4857
FRB06,3,France,2017,0.017878171501980514,9343
FRC11,3,France,2017,0.013980582524271845,10301
FRC12,3,France,2017,0.009378663540445486,2560
FRC13,3,France,2017,0.012664393570384803,8215
FRC14,3,France,2017,0.011994307786135394,4921
FRC21,3,France,2017,0.01403589507593189,8693
FRC22,3,France,2017,0.013111683446499649,4271
FRC23,3,France,2017,0.013711436584605797,3210
FRC24,3,France,2017,0.014227642276422764,1968
FRD11,3,France,2017,0.015959197104310627,12160
FRD12,3,France,2017,0.013539088659193479,6873
FRD13,3,France,2017,0.011624610150269351,3528
FRD21,3,France,2017,0.012825546394450988,7644
FRD22,3,France,2017,0.015885416666666666,15365
FRE11,3,France,2017,0.01794580367290782,33440
FRE12,3,France,2017,0.01305746546395004,15857
FRE21,3,France,2017,0.015381764269829503,5397
FRE22,3,France,2017,0.014480408858603067,10569
FRE23,3,France,2017,0.015606060606060606,6601
FRF11,3,France,2017,0.01573987269946218,20273
FRF12,3,France,2017,0.012393739572574879,12589
FRF21,3,France,2017,0.01324902137910268,3323
FRF22,3,France,2017,0.013199105145413871,4472
FRF23,3,France,2017,0.012196321432084194,10169
FRF24,3,France,2017,0.01085883514313919,2026
FRF31,3,France,2017,0.01681601947118044,9042
FRF32,3,France,2017,0.012738853503184714,2042
FRF33,3,France,2017,0.016584230433517602,13750
FRF34,3,France,2017,0.010546669010370891,5691
FRG01,3,France,2017,0.017687661777394306,25501
FRG02,3,France,2017,0.011528706479133042,13013
FRG03,3,France,2017,0.015808752650857915,5187
FRG04,3,France,2017,0.01322992700729927,6578
FRG05,3,France,2017,0.011310302377471724,13001
FRH01,3,France,2017,0.012483716891011723,9213
FRH02,3,France,2017,0.028720429294837882,13235
FRH03,3,France,2017,0.016995172968624295,19893
FRH04,3,France,2017,0.01532830016014642,13117
FRI11,3,France,2017,0.011756473058082575,7146
FRI12,3,France,2017,0.0170094325034792,32343
FRI13,3,France,2017,0.014356564865570347,7665
FRI14,3,France,2017,0.012576219512195123,5250
FRI15,3,France,2017,0.0147922558190124,13793
FRI21,3,France,2017,0.012651555086979441,3795
FRI22,3,France,2017,0.01137123745819398,1495
FRI23,3,France,2017,0.012533232054690467,5266
FRI31,3,France,2017,0.012611879576891782,4918
FRI32,3,France,2017,0.014968467441683763,13166
FRI33,3,France,2017,0.011593633326783257,5089
FRI34,3,France,2017,0.017056444522595395,5688
FRJ11,3,France,2017,0.014395886889460155,7781
FRJ12,3,France,2017,0.014710585225455708,15638
FRJ13,3,France,2017,0.015816989111251706,30033
FRJ14,3,France,2017,0.013494318181818182,1408
FRJ15,3,France,2017,0.01431574732205426,9990
FRJ21,3,France,2017,0.012960712839206157,2470
FRJ22,3,France,2017,0.011751107686380274,5192
FRJ23,3,France,2017,0.02129134885997471,24522
FRJ24,3,France,2017,0.012520868113522538,3596
FRJ25,3,France,2017,0.012183075403358577,3037
FRJ26,3,France,2017,0.02142663411988066,3688
