nuts_code,nuts_level,country,year,ai_adoption_share,n_firms
DED,1,Germany,2016,0.009404997862500486,25731
DEE,1,Germany,2016,0.010068052577607905,10727
DEF,1,Germany,2016,0.006452938758734073,24332
DEG,1,Germany,2016,0.01060826417999829,11689
DE1,1,Germany,2017,0.02394153719558786,102083
DE2,1,Germany,2017,0.027894327894327893,141571
DE3,1,Germany,2017,0.04423971540636687,43852
DE4,1,Germany,2017,0.018717063419952752,16509
DE5,1,Germany,2017,0.01936511827429832,8159
DE6,1,Germany,2017,0.0276888701008515,33118
DE7,1,Germany,2017,0.029465497879757975,59663
DE8,1,Germany,2017,0.01267579570688379,10809
DE9,1,Germany,2017,0.01765425367305737,67861
DEA,1,Germany,2017,0.022898580085445132,167828
