classification,code,digit_level,country,year,ai_adoption_share,n_firms
nace,494,3,France,2022,0.06054398543302606,8787
nace,495,3,France,2022,,12
nace,501,3,France,2022,0.013477088948787063,371
nace,502,3,France,2022,0.21176470588235294,85
nace,503,3,France,2022,0.014184397163120567,141
nace,504,3,France,2022,0.1,100
nace,511,3,France,2022,0.04838709677419355,248
nace,512,3,France,2022,,16
nace,521,3,France,2022,0.10084745762711865,1180
nace,522,3,France,2022,0.09372797744890768,2838
nace,531,3,France,2022,,2
nace,532,3,France,2022,0.07829181494661921,281
nace,551,3,France,2022,0.018588461823298527,13503
nace,552,3,France,2022,0.029907638176220497,6821
nace,553,3,France,2022,0.006863025450386045,3497
nace,559,3,France,2022,0.04375,160
nace,561,3,France,2022,0.037767650914538986,64076
nace,562,3,France,2022,0.023458445040214475,2984
nace,563,3,France,2022,0.04066765031353744,10844
nace,581,3,France,2022,0.07367910809500727,4127
nace,582,3,France,2022,0.3574263038548753,3528
nace,591,3,France,2022,0.06771606771606771,6734
nace,592,3,France,2022,0.06686567164179104,1675
nace,601,3,France,2022,0.04591836734693878,196
nace,602,3,France,2022,0.21428571428571427,112
nace,611,3,France,2022,0.11325301204819277,415
nace,612,3,France,2022,0.20689655172413793,116
nace,613,3,France,2022,,26
nace,619,3,France,2022,0.1519302615193026,803
nace,620,3,France,2022,0.2510816891658013,23112
nace,631,3,France,2022,0.21540099361249113,2818
nace,639,3,France,2022,0.10098522167487685,406
nace,641,3,France,2022,0.1310734463276836,2655
nace,642,3,France,2022,0.1037064423699048,32457
nace,643,3,France,2022,0.11511083994305471,4917
nace,649,3,France,2022,0.11868131868131868,910
nace,651,3,France,2022,0.125,992
nace,652,3,France,2022,,19
nace,653,3,France,2022,,9
nace,661,3,France,2022,0.07487016733987305,6932
nace,662,3,France,2022,0.09292893669546817,5671
nace,663,3,France,2022,0.10728214680714826,17179
nace,681,3,France,2022,0.06075738660008323,12015
nace,682,3,France,2022,0.06404170065820727,305223
nace,683,3,France,2022,0.044175759363019755,33910
nace,691,3,France,2022,0.04980320920375416,6606
nace,692,3,France,2022,0.06340882002383791,8390
nace,701,3,France,2022,0.100346687211094,15576
nace,702,3,France,2022,0.11697257899648905,45002
nace,711,3,France,2022,0.1016458522868249,24182
nace,712,3,France,2022,0.037397385223472177,6578
nace,721,3,France,2022,0.2546189376443418,1732
nace,722,3,France,2022,0.22602739726027396,146
nace,731,3,France,2022,0.09408747300215983,7408
nace,732,3,France,2022,0.1978319783197832,738
nace,741,3,France,2022,0.060294117647058824,4080
nace,742,3,France,2022,0.04411764705882353,1768
nace,743,3,France,2022,0.10720268006700168,597
nace,749,3,France,2022,0.11377559950988972,5713
nace,750,3,France,2022,0.010309278350515464,1164
nace,771,3,France,2022,0.05652936021034181,2282
nace,772,3,France,2022,0.030164184803360063,2619
nace,773,3,France,2022,0.04794695230808467,3921
nace,774,3,France,2022,0.09250398724082935,627
nace,781,3,France,2022,0.1037567084078712,559
nace,782,3,France,2022,0.0972379871358305,2643
nace,783,3,France,2022,0.10462776659959759,497
nace,791,3,France,2022,0.024171539961013646,2565
nace,799,3,France,2022,0.04666666666666667,600
nace,801,3,France,2022,0.06626783248964566,2173
nace,802,3,France,2022,0.136310223266745,851
nace,803,3,France,2022,0.06422018348623854,109
nace,811,3,France,2022,0.11787709497206704,7160
nace,812,3,France,2022,0.04504854368932039,7725
nace,813,3,France,2022,0.017716535433070866,6604
nace,821,3,France,2022,0.08419973641821643,6829
nace,822,3,France,2022,0.12590799031476999,413
nace,823,3,France,2022,0.07327001356852103,2948
nace,829,3,France,2022,0.09707481232202951,7726
nace,841,3,France,2022,0.02603174603174603,1575
nace,842,3,France,2022,,24
nace,843,3,France,2022,0.05161290322580645,310
nace,851,3,France,2022,0.03225806451612903,31
nace,852,3,France,2022,0.03409090909090909,88
nace,853,3,France,2022,0.05084745762711865,236
nace,854,3,France,2022,0.17834394904458598,471
nace,855,3,France,2022,0.06008531383302864,16410
nace,856,3,France,2022,0.049079754601226995,163
nace,861,3,France,2022,0.10171730515191546,757
nace,862,3,France,2022,0.05124378109452736,4020
nace,869,3,France,2022,0.04094897627559311,3077
nace,871,3,France,2022,0.031806615776081425,786
nace,872,3,France,2022,,7
nace,873,3,France,2022,0.023809523809523808,336
nace,879,3,France,2022,0.03773584905660377,106
nace,881,3,France,2022,0.028187919463087248,2235
nace,889,3,France,2022,0.02508361204013378,2392
nace,900,3,France,2022,0.04426229508196721,4270
nace,910,3,France,2022,0.01006036217303823,497
nace,920,3,France,2022,0.03723404255319149,188
nace,931,3,France,2022,0.02964149809733627,4993
nace,932,3,France,2022,0.038366336633663366,4848
nace,941,3,France,2022,0.08296164139161463,2242
nace,942,3,France,2022,0.19505154639175257,2425
nace,949,3,France,2022,0.060498220640569395,1405
nace,951,3,France,2022,0.06330014224751067,1406
nace,952,3,France,2022,0.04150390625,2048
nace,960,3,France,2022,0.0345601259594568,25405
nace,990,3,France,2022,0.27884615384615385,208
nace,011,3,France,2023,0.02565189739241043,9434
nace,012,3,France,2023,0.015202702702702704,12432
nace,013,3,France,2023,0.0136986301369863,803
nace,014,3,France,2023,0.022562141491395793,13075
nace,015,3,France,2023,0.021239554317548745,2872
nace,016,3,France,2023,0.04414099714194983,3149
nace,017,3,France,2023,,22
nace,021,3,France,2023,0.02830188679245283,1060
nace,022,3,France,2023,0.06242905788876277,881
nace,023,3,France,2023,,15
nace,024,3,France,2023,0.051655629139072845,755
nace,031,3,France,2023,0.03899721448467967,359
nace,032,3,France,2023,0.012738853503184714,628
nace,061,3,France,2023,0.696969696969697,33
nace,062,3,France,2023,,2
nace,072,3,France,2023,,6
nace,081,3,France,2023,0.048,500
nace,089,3,France,2023,0.02531645569620253,79
nace,091,3,France,2023,0.4838709677419355,31
nace,099,3,France,2023,,17
nace,101,3,France,2023,0.024721878862793572,1618
nace,102,3,France,2023,0.027932960893854747,179
nace,103,3,France,2023,0.02575107296137339,466
nace,104,3,France,2023,0.006944444444444444,144
nace,105,3,France,2023,0.020348837209302327,688
nace,106,3,France,2023,0.0273972602739726,219
nace,107,3,France,2023,0.04420350291909925,9592
nace,108,3,France,2023,0.027339642481598318,1902
nace,109,3,France,2023,0.04285714285714286,210
nace,110,3,France,2023,0.023221343873517788,2024
nace,120,3,France,2023,,4
nace,131,3,France,2023,0.029411764705882353,68
nace,132,3,France,2023,0.0234375,128
nace,133,3,France,2023,0.072,125
nace,139,3,France,2023,0.03770028275212064,1061
nace,141,3,France,2023,0.08112168252378568,1997
nace,142,3,France,2023,,5
nace,143,3,France,2023,0.08333333333333333,60
nace,151,3,France,2023,0.019148936170212766,470
nace,152,3,France,2023,0.04,125
nace,161,3,France,2023,0.009569377990430622,836
nace,162,3,France,2023,0.024798512089274645,1613
nace,171,3,France,2023,0.058823529411764705,102
nace,172,3,France,2023,0.05451713395638629,642
nace,181,3,France,2023,0.04402877697841727,3475
nace,182,3,France,2023,0.18867924528301888,53
nace,192,3,France,2023,,25
nace,201,3,France,2023,0.10208816705336426,431
nace,202,3,France,2023,0.09836065573770492,61
nace,203,3,France,2023,0.04046242774566474,173
nace,204,3,France,2023,0.045662100456621,876
nace,205,3,France,2023,0.06925207756232687,361
nace,206,3,France,2023,,9
nace,211,3,France,2023,0.08928571428571429,56
nace,212,3,France,2023,0.17180616740088106,227
nace,221,3,France,2023,0.042735042735042736,234
nace,222,3,France,2023,0.04160401002506266,1995
nace,231,3,France,2023,0.05747126436781609,435
nace,232,3,France,2023,0.08108108108108109,37
nace,233,3,France,2023,0.011764705882352941,85
nace,234,3,France,2023,0.025210084033613446,238
nace,235,3,France,2023,,18
nace,236,3,France,2023,0.03376205787781351,622
nace,237,3,France,2023,0.012024048096192385,499
nace,239,3,France,2023,0.031914893617021274,188
nace,241,3,France,2023,0.06382978723404255,47
nace,242,3,France,2023,0.04819277108433735,83
nace,243,3,France,2023,0.05454545454545454,110
nace,244,3,France,2023,0.11428571428571428,140
nace,245,3,France,2023,0.043478260869565216,207
nace,251,3,France,2023,0.03898797179593529,2411
nace,252,3,France,2023,0.058823529411764705,102
nace,253,3,France,2023,,25
nace,254,3,France,2023,0.08695652173913043,46
nace,255,3,France,2023,0.048507462686567165,805
nace,256,3,France,2023,0.046788263283108644,3783
nace,257,3,France,2023,0.05832147937411095,703
nace,259,3,France,2023,0.04220398593200469,853
nace,261,3,France,2023,0.22810590631364563,491
nace,262,3,France,2023,0.30357142857142855,112
nace,263,3,France,2023,0.21390374331550802,187
nace,264,3,France,2023,0.22137404580152673,131
nace,265,3,France,2023,0.28338762214983715,614
nace,266,3,France,2023,0.3018867924528302,106
nace,267,3,France,2023,0.2524271844660194,103
nace,268,3,France,2023,,4
nace,271,3,France,2023,0.13012048192771083,415
nace,272,3,France,2023,0.3076923076923077,39
nace,273,3,France,2023,0.1310344827586207,145
nace,274,3,France,2023,0.05491329479768786,346
nace,275,3,France,2023,0.05357142857142857,112
nace,279,3,France,2023,0.14982578397212543,287
nace,281,3,France,2023,0.1069182389937107,477
nace,282,3,France,2023,0.1180327868852459,1220
nace,283,3,France,2023,0.1015625,384
nace,284,3,France,2023,0.14427860696517414,201
nace,289,3,France,2023,0.21579532814238042,899
nace,291,3,France,2023,0.12244897959183673,147
nace,292,3,France,2023,0.043548387096774194,620
nace,293,3,France,2023,0.20857142857142857,350
nace,301,3,France,2023,0.056179775280898875,267
nace,302,3,France,2023,0.22580645161290322,31
nace,303,3,France,2023,0.3081081081081081,185
nace,304,3,France,2023,,3
nace,309,3,France,2023,0.07784431137724551,167
nace,310,3,France,2023,0.02945736434108527,1935
nace,321,3,France,2023,0.034858387799564274,918
nace,322,3,France,2023,0.019867549668874173,151
nace,323,3,France,2023,0.021367521367521368,234
nace,324,3,France,2023,0.05263157894736842,171
nace,325,3,France,2023,0.12014388489208633,1390
nace,329,3,France,2023,0.059027777777777776,576
nace,331,3,France,2023,0.07619795758051846,3819
nace,332,3,France,2023,0.12090163934426229,2928
nace,351,3,France,2023,0.07167304207771291,4967
nace,352,3,France,2023,0.11363636363636363,132
nace,353,3,France,2023,0.08021390374331551,187
nace,360,3,France,2023,0.02197802197802198,455
nace,370,3,France,2023,0.03304347826086956,575
nace,381,3,France,2023,0.03951890034364261,582
nace,382,3,France,2023,0.07589285714285714,448
nace,383,3,France,2023,0.03714859437751004,996
nace,390,3,France,2023,0.10546875,256
nace,411,3,France,2023,0.07329963235294118,13056
nace,412,3,France,2023,0.07627504553734062,8784
nace,421,3,France,2023,0.10971223021582734,556
nace,422,3,France,2023,0.12447552447552447,715
nace,429,3,France,2023,0.06067172264355363,923
nace,431,3,France,2023,0.05255402750491159,4072
nace,432,3,France,2023,0.07409084050098083,26509
nace,433,3,France,2023,0.050162843387142456,28248
nace,439,3,France,2023,0.056782475985276956,22278
nace,451,3,France,2023,0.07996485061511424,10242
nace,452,3,France,2023,0.08085475021657522,13852
nace,453,3,France,2023,0.06945298094652735,3254
nace,454,3,France,2023,0.02854006586169045,1822
nace,461,3,France,2023,0.09393615396364748,6547
nace,462,3,France,2023,0.05682520074119827,1619
nace,463,3,France,2023,0.04119152897370258,8594
nace,464,3,France,2023,0.07982688146188988,12477
nace,465,3,France,2023,0.2087912087912088,3640
nace,466,3,France,2023,0.09202979196986559,11681
nace,467,3,France,2023,0.05115740740740741,8640
nace,469,3,France,2023,0.10587219343696028,5790
nace,471,3,France,2023,0.09770621967357741,13602
nace,472,3,France,2023,0.03492398012945958,13286
nace,473,3,France,2023,0.2403027436140019,1057
nace,474,3,France,2023,0.10268562401263823,2532
nace,475,3,France,2023,0.04601814096696347,12017
nace,476,3,France,2023,0.04452690166975881,7546
nace,477,3,France,2023,0.05587364743558639,41218
nace,478,3,France,2023,0.0502361528553027,2329
nace,479,3,France,2023,0.07663170163170163,10296
nace,491,3,France,2023,,12
nace,492,3,France,2023,,15
nace,493,3,France,2023,0.07752626128125463,6759
nace,494,3,France,2023,0.0740521327014218,8440
nace,495,3,France,2023,,12
nace,501,3,France,2023,0.021447721179624665,373
nace,502,3,France,2023,0.2222222222222222,81
nace,503,3,France,2023,0.014814814814814815,135
nace,504,3,France,2023,0.1111111111111111,99
nace,511,3,France,2023,0.06995884773662552,243
nace,512,3,France,2023,,16
nace,521,3,France,2023,0.11062717770034843,1148
nace,522,3,France,2023,0.11566352429296592,2758
nace,531,3,France,2023,,2
nace,532,3,France,2023,0.09926470588235294,272
nace,551,3,France,2023,0.023751522533495738,13136
nace,552,3,France,2023,0.03984421809466747,6676
nace,553,3,France,2023,0.007957559681697613,3393
nace,559,3,France,2023,0.05442176870748299,147
nace,561,3,France,2023,0.047749814234484544,61906
nace,562,3,France,2023,0.031844929041190725,2889
nace,563,3,France,2023,0.05371624844957542,10481
nace,581,3,France,2023,0.09269872913032644,4014
nace,582,3,France,2023,0.3967013888888889,3456
nace,591,3,France,2023,0.08541859746679024,6474
nace,592,3,France,2023,0.08861538461538461,1625
nace,601,3,France,2023,0.0748663101604278,187
nace,602,3,France,2023,0.24528301886792453,106
nace,611,3,France,2023,0.15012722646310434,393
nace,612,3,France,2023,0.25688073394495414,109
nace,613,3,France,2023,,26
nace,619,3,France,2023,0.1843137254901961,765
nace,620,3,France,2023,0.2866995950696391,22473
nace,631,3,France,2023,0.24599125364431487,2744
nace,639,3,France,2023,0.1329923273657289,391
nace,641,3,France,2023,0.13594821020563594,2626
nace,642,3,France,2023,0.12207940226682708,31586
nace,643,3,France,2023,0.1354340567612688,4792
nace,649,3,France,2023,0.13272311212814644,874
nace,651,3,France,2023,0.14329896907216494,970
nace,652,3,France,2023,,19
nace,653,3,France,2023,,9
nace,661,3,France,2023,0.09085571701159548,6813
nace,662,3,France,2023,0.11266846361185984,5565
nace,663,3,France,2023,0.1264749481174029,16865
nace,681,3,France,2023,0.07807652533609101,11604
nace,682,3,France,2023,0.081040234005527,297087
nace,683,3,France,2023,0.05443761914848549,33047
nace,691,3,France,2023,0.05947336561743342,6608
nace,692,3,France,2023,0.0777995589316344,8162
nace,701,3,France,2023,0.12009450059062869,15238
nace,702,3,France,2023,0.13819289709426583,43982
nace,711,3,France,2023,0.11889677310356479,23676
nace,712,3,France,2023,0.0423100679431748,6476
nace,721,3,France,2023,0.2842789598108747,1692
nace,722,3,France,2023,0.2751677852348993,149
nace,731,3,France,2023,0.1140695067264574,7136
nace,732,3,France,2023,0.23186344238975817,703
nace,741,3,France,2023,0.07162534435261708,3993
nace,742,3,France,2023,0.052083333333333336,1728
nace,743,3,France,2023,0.13321799307958476,578
nace,749,3,France,2023,0.1322845906328209,5594
nace,750,3,France,2023,0.013937282229965157,1148
nace,771,3,France,2023,0.06994584837545126,2216
nace,772,3,France,2023,0.04090377873003506,2567
nace,773,3,France,2023,0.057187827911857295,3812
nace,774,3,France,2023,0.10967741935483871,620
nace,781,3,France,2023,0.12316176470588236,544
nace,782,3,France,2023,0.10510046367851623,2588
nace,783,3,France,2023,0.12815126050420167,476
nace,791,3,France,2023,0.029706945002007226,2491
nace,799,3,France,2023,0.05363321799307959,578
nace,801,3,France,2023,0.09169054441260745,2094
nace,802,3,France,2023,0.17125748502994012,835
nace,803,3,France,2023,0.07272727272727272,110
nace,811,3,France,2023,0.132361268403171,7064
nace,812,3,France,2023,0.05487480021310602,7508
nace,813,3,France,2023,0.023223192019950125,6416
nace,821,3,France,2023,0.10239520958083832,6680
nace,822,3,France,2023,0.17258883248730963,394
nace,823,3,France,2023,0.08698677800974251,2874
nace,829,3,France,2023,0.11285600212935853,7514
nace,841,3,France,2023,0.030361757105943153,1548
nace,842,3,France,2023,,23
nace,843,3,France,2023,0.07119741100323625,309
nace,851,3,France,2023,0.03125,32
nace,852,3,France,2023,0.05747126436781609,87
nace,853,3,France,2023,0.06167400881057269,227
nace,854,3,France,2023,0.19361702127659575,470
nace,855,3,France,2023,0.07391033623910337,16060
nace,856,3,France,2023,0.07142857142857142,168
nace,861,3,France,2023,0.11691884456671252,727
nace,862,3,France,2023,0.06301991429291656,3968
nace,869,3,France,2023,0.051535836177474405,2930
nace,871,3,France,2023,0.03576341127922971,727
nace,872,3,France,2023,,7
nace,873,3,France,2023,0.024242424242424242,330
nace,879,3,France,2023,0.0392156862745098,102
nace,881,3,France,2023,0.03405430280717901,2173
nace,889,3,France,2023,0.027928303459774907,2399
nace,900,3,France,2023,0.05346820809248555,4152
nace,910,3,France,2023,0.018292682926829267,492
nace,920,3,France,2023,0.03910614525139665,179
nace,931,3,France,2023,0.03529411764705882,4845
nace,932,3,France,2023,0.048252911813643926,4808
nace,941,3,France,2023,0.09181365897783808,2211
nace,942,3,France,2023,0.21431543903454014,2403
nace,949,3,France,2023,0.06968390804597702,1392
nace,951,3,France,2023,0.08011869436201781,1348
nace,952,3,France,2023,0.05162907268170426,1995
nace,960,3,France,2023,0.04280282899309104,24461
nace,990,3,France,2023,0.2955665024630542,203
nace,011,3,France,2024,0.03122551762730834,8935
nace,012,3,France,2024,0.017663043478260868,11776
nace,013,3,France,2024,0.01455026455026455,756
nace,014,3,France,2024,0.026179702650290886,12376
nace,015,3,France,2024,0.023653566229985445,2748
nace,016,3,France,2024,0.05155674589889521,2987
nace,017,3,France,2024,,19
nace,021,3,France,2024,0.037487335359675786,987
nace,022,3,France,2024,0.07607361963190185,815
nace,023,3,France,2024,,15
nace,024,3,France,2024,0.05782792665726375,709
nace,031,3,France,2024,0.05089820359281437,334
nace,032,3,France,2024,0.018581081081081082,592
nace,061,3,France,2024,0.71875,32
nace,062,3,France,2024,,2
nace,072,3,France,2024,,5
nace,081,3,France,2024,0.052742616033755275,474
nace,089,3,France,2024,0.013888888888888888,72
nace,091,3,France,2024,0.5,30
nace,099,3,France,2024,,17
nace,101,3,France,2024,0.027188328912466843,1508
nace,102,3,France,2024,0.023668639053254437,169
nace,103,3,France,2024,0.04357798165137615,436
nace,104,3,France,2024,0.007246376811594203,138
nace,105,3,France,2024,0.024279210925644917,659
nace,106,3,France,2024,0.037914691943127965,211
nace,107,3,France,2024,0.050143266475644696,9074
nace,108,3,France,2024,0.03494176372712146,1803
nace,109,3,France,2024,0.04784688995215311,209
nace,110,3,France,2024,0.028234086242299793,1948
nace,120,3,France,2024,,3
nace,131,3,France,2024,0.029411764705882353,68
nace,132,3,France,2024,0.032,125
nace,133,3,France,2024,0.08333333333333333,120
nace,139,3,France,2024,0.04079601990049751,1005
nace,141,3,France,2024,0.09177718832891246,1885
nace,142,3,France,2024,,5
nace,143,3,France,2024,0.09433962264150944,53
nace,151,3,France,2024,0.020224719101123594,445
nace,152,3,France,2024,0.042735042735042736,117
nace,161,3,France,2024,0.012674271229404309,789
nace,162,3,France,2024,0.028985507246376812,1518
nace,171,3,France,2024,0.06521739130434782,92
nace,172,3,France,2024,0.06930693069306931,606
nace,181,3,France,2024,0.058805129809196124,3197
nace,182,3,France,2024,0.17647058823529413,51
nace,192,3,France,2024,,24
nace,201,3,France,2024,0.12318840579710146,414
nace,202,3,France,2024,0.15789473684210525,57
nace,203,3,France,2024,0.049689440993788817,161
nace,204,3,France,2024,0.05463182897862233,842
nace,205,3,France,2024,0.08163265306122448,343
nace,206,3,France,2024,,8
nace,211,3,France,2024,0.09615384615384616,52
nace,212,3,France,2024,0.205607476635514,214
nace,221,3,France,2024,0.06912442396313365,217
nace,222,3,France,2024,0.05630026809651475,1865
nace,231,3,France,2024,0.06326034063260341,411
nace,232,3,France,2024,0.06451612903225806,31
nace,233,3,France,2024,0.0125,80
nace,234,3,France,2024,0.03167420814479638,221
nace,235,3,France,2024,,16
nace,236,3,France,2024,0.03236797274275979,587
nace,237,3,France,2024,0.015086206896551725,464
nace,239,3,France,2024,0.03932584269662921,178
nace,241,3,France,2024,0.1111111111111111,45
nace,242,3,France,2024,0.09090909090909091,77
nace,243,3,France,2024,0.06862745098039216,102
nace,244,3,France,2024,0.12121212121212122,132
nace,245,3,France,2024,0.043010752688172046,186
nace,251,3,France,2024,0.0473501303214596,2302
nace,252,3,France,2024,0.0625,96
nace,253,3,France,2024,,23
nace,254,3,France,2024,0.09090909090909091,44
nace,255,3,France,2024,0.056504599211563734,761
nace,256,3,France,2024,0.052378255945639864,3532
nace,257,3,France,2024,0.06485671191553545,663
nace,259,3,France,2024,0.051533742331288344,815
nace,261,3,France,2024,0.27292576419213976,458
nace,262,3,France,2024,0.36633663366336633,101
nace,263,3,France,2024,0.2631578947368421,171
nace,264,3,France,2024,0.232,125
nace,265,3,France,2024,0.3065068493150685,584
nace,266,3,France,2024,0.33,100
nace,267,3,France,2024,0.3020833333333333,96
nace,268,3,France,2024,,4
nace,271,3,France,2024,0.14659685863874344,382
nace,272,3,France,2024,0.39473684210526316,38
nace,273,3,France,2024,0.1417910447761194,134
nace,274,3,France,2024,0.06422018348623854,327
nace,275,3,France,2024,0.09090909090909091,110
nace,279,3,France,2024,0.16923076923076924,260
nace,281,3,France,2024,0.10884353741496598,441
nace,282,3,France,2024,0.13664055700609226,1149
nace,283,3,France,2024,0.1111111111111111,369
nace,284,3,France,2024,0.1827956989247312,186
nace,289,3,France,2024,0.24737456242707118,857
nace,291,3,France,2024,0.14393939393939395,132
nace,292,3,France,2024,0.05536912751677853,596
nace,293,3,France,2024,0.21846153846153846,325
nace,301,3,France,2024,0.055776892430278883,251
nace,302,3,France,2024,,29
nace,303,3,France,2024,0.3563218390804598,174
nace,304,3,France,2024,,3
nace,309,3,France,2024,0.09615384615384616,156
nace,310,3,France,2024,0.03549639489739324,1803
nace,321,3,France,2024,0.041189931350114416,874
nace,322,3,France,2024,0.013333333333333334,150
nace,323,3,France,2024,0.02654867256637168,226
nace,324,3,France,2024,0.06790123456790123,162
nace,325,3,France,2024,0.13660782808902533,1303
nace,329,3,France,2024,0.07233273056057866,553
nace,331,3,France,2024,0.08941044984632579,3579
nace,332,3,France,2024,0.14223826714801444,2770
nace,351,3,France,2024,0.08101947782842935,4826
nace,352,3,France,2024,0.1171875,128
nace,353,3,France,2024,0.08152173913043478,184
nace,360,3,France,2024,0.02262443438914027,442
nace,370,3,France,2024,0.03710575139146568,539
nace,381,3,France,2024,0.04332129963898917,554
nace,382,3,France,2024,0.08837209302325581,430
nace,383,3,France,2024,0.04430379746835443,948
nace,390,3,France,2024,0.1276595744680851,235
nace,411,3,France,2024,0.08167734609457376,12329
nace,412,3,France,2024,0.08723767691556857,8196
nace,421,3,France,2024,0.12380952380952381,525
nace,422,3,France,2024,0.14388489208633093,695
nace,429,3,France,2024,0.07241379310344828,870
nace,431,3,France,2024,0.06098191214470284,3870
nace,432,3,France,2024,0.08815317112086159,25071
nace,433,3,France,2024,0.059632161335397865,26479
nace,439,3,France,2024,0.06667944050584403,20876
nace,451,3,France,2024,0.09026252484049786,9561
nace,452,3,France,2024,0.08996724308676773,13127
nace,453,3,France,2024,0.08002602472348731,3074
nace,454,3,France,2024,0.03650057937427578,1726
nace,461,3,France,2024,0.11338199513381995,6165
nace,462,3,France,2024,0.06679764243614932,1527
nace,463,3,France,2024,0.04931574405128837,8111
nace,464,3,France,2024,0.09466451777080329,11789
nace,465,3,France,2024,0.2438380281690141,3408
nace,466,3,France,2024,0.1111111111111111,11007
nace,467,3,France,2024,0.060866363971039394,8149
nace,469,3,France,2024,0.12178545187362233,5444
nace,471,3,France,2024,0.10796065775318887,13014
nace,472,3,France,2024,0.04307944307944308,12210
nace,473,3,France,2024,0.2628398791540785,993
nace,474,3,France,2024,0.12920875420875422,2376
nace,475,3,France,2024,0.060765718299964876,11388
nace,476,3,France,2024,0.05046964811439787,7133
nace,477,3,France,2024,0.06643122293256341,38792
nace,478,3,France,2024,0.056370302474793764,2182
nace,479,3,France,2024,0.08808342614154095,9877
nace,491,3,France,2024,,12
nace,492,3,France,2024,,15
nace,493,3,France,2024,0.08710583827661568,6406
nace,494,3,France,2024,0.0847436221267997,7918
nace,495,3,France,2024,,11
nace,501,3,France,2024,0.029891304347826088,368
nace,502,3,France,2024,0.2638888888888889,72
nace,503,3,France,2024,0.015873015873015872,126
nace,504,3,France,2024,0.11578947368421053,95
nace,511,3,France,2024,0.06808510638297872,235
nace,512,3,France,2024,,14
nace,521,3,France,2024,0.12386156648451731,1098
nace,522,3,France,2024,0.12697800077190274,2591
nace,531,3,France,2024,,2
nace,532,3,France,2024,0.11538461538461539,260
nace,551,3,France,2024,0.028006858822568793,12247
nace,552,3,France,2024,0.04610318331503842,6377
nace,553,3,France,2024,0.009627329192546583,3220
nace,559,3,France,2024,0.07142857142857142,140
nace,561,3,France,2024,0.055726483907767826,57854
nace,562,3,France,2024,0.03683241252302026,2715
nace,563,3,France,2024,0.06246160147450338,9766
nace,581,3,France,2024,0.10999736217356898,3791
nace,582,3,France,2024,0.4460874922982132,3246
nace,591,3,France,2024,0.1085779891750041,6097
nace,592,3,France,2024,0.1067193675889328,1518
nace,601,3,France,2024,0.0898876404494382,178
nace,602,3,France,2024,0.27722772277227725,101
nace,611,3,France,2024,0.22493224932249323,369
nace,612,3,France,2024,0.33962264150943394,106
nace,613,3,France,2024,,26
nace,619,3,France,2024,0.23783031988873435,719
nace,620,3,France,2024,0.3315237915407855,21184
nace,631,3,France,2024,0.2874664622460713,2609
nace,639,3,France,2024,0.19613259668508287,362
nace,641,3,France,2024,0.1519721577726218,2586
nace,642,3,France,2024,0.14333132166566084,29826
nace,643,3,France,2024,0.15596534103532547,4501
nace,649,3,France,2024,0.16034271725826194,817
nace,651,3,France,2024,0.16339869281045752,918
nace,652,3,France,2024,,18
nace,653,3,France,2024,,8
nace,661,3,France,2024,0.10437081972312957,6429
nace,662,3,France,2024,0.12957374575631836,5302
nace,663,3,France,2024,0.14892690513219284,16075
nace,681,3,France,2024,0.09129239230064161,10910
nace,682,3,France,2024,0.09410341268993987,281010
nace,683,3,France,2024,0.06512872801427479,31384
nace,691,3,France,2024,0.0721489526764934,6445
nace,692,3,France,2024,0.09146341463414634,7872
nace,701,3,France,2024,0.13970384721837809,14452
nace,702,3,France,2024,0.16210248409936398,41665
nace,711,3,France,2024,0.13608256595044263,22479
nace,712,3,France,2024,0.04663705583756345,6304
nace,721,3,France,2024,0.31292941911305433,1601
nace,722,3,France,2024,0.3103448275862069,145
nace,731,3,France,2024,0.14045365780381552,6657
nace,732,3,France,2024,0.26717557251908397,655
nace,741,3,France,2024,0.08865710560625815,3835
nace,742,3,France,2024,0.06396063960639606,1626
nace,743,3,France,2024,0.17679558011049723,543
nace,749,3,France,2024,0.1492313460817398,5334
nace,750,3,France,2024,0.019695613249776187,1117
nace,771,3,France,2024,0.08072174738841406,2106
nace,772,3,France,2024,0.045807770961145196,2445
nace,773,3,France,2024,0.06659267480577137,3604
nace,774,3,France,2024,0.14017094017094017,585
nace,781,3,France,2024,0.16862745098039217,510
nace,782,3,France,2024,0.14466177669111654,2454
nace,783,3,France,2024,0.15,440
nace,791,3,France,2024,0.03472803347280335,2390
nace,799,3,France,2024,0.05904059040590406,542
nace,801,3,France,2024,0.11679197994987468,1995
nace,802,3,France,2024,0.19651741293532338,804
nace,803,3,France,2024,0.0761904761904762,105
nace,811,3,France,2024,0.14633435359277072,6861
nace,812,3,France,2024,0.06483966661957903,7079
nace,813,3,France,2024,0.02918161069448973,6134
nace,821,3,France,2024,0.12370323797547941,6362
nace,822,3,France,2024,0.21095890410958903,365
nace,823,3,France,2024,0.10435103244837758,2712
nace,829,3,France,2024,0.13120517508086063,7111
nace,841,3,France,2024,0.034,1500
nace,842,3,France,2024,,21
nace,843,3,France,2024,0.07947019867549669,302
nace,851,3,France,2024,,29
nace,852,3,France,2024,0.06172839506172839,81
nace,853,3,France,2024,0.09859154929577464,213
nace,854,3,France,2024,0.2692307692307692,442
nace,855,3,France,2024,0.09645297754637162,15365
nace,856,3,France,2024,0.10429447852760736,163
